Designator,Mid X,Mid Y,Rotation,Layer
C10,138.938,-117.094,270.0,top
C13,147.32,-114.173,90.0,top
C7,134.5,-117.9,180.0,top
Q10,139.065,-110.2845,270.0,top
R11,138.938,-113.411,0.0,top
